,película,año,imdb,metascore,votos,n_imdb
2078,London Boulevard,2010,6.2,52,49726,62.0
2079,Tooth Fairy,2010,5.0,36,48495,50.0
2080,The Company Men,2010,6.7,69,47364,67.0
2081,Conocerás al hombre de tus sueños,2010,6.3,51,47051,63.0
2082,MacGruber,2010,5.6,43,46620,56.0
2083,En un rincón del corazón,2010,6.3,67,45943,63.0
2084,The Spy Next Door,2010,5.4,27,45917,54.0
2085,Conviction,2010,7.2,61,45273,72.0
2086,The Ward,2010,5.5,38,43879,55.0
2087,Stake Land,2010,6.4,66,43563,64.0
2088,Trust,2010,6.9,60,43514,69.0
2089,Catfish,2010,7.1,65,43436,71.0
2090,13,2010,6.0,29,43166,60.0
2091,Stone,2010,5.4,58,42351,54.0
2092,Hævnen,2010,7.6,65,40959,76.0
2093,Wild Target,2010,6.7,41,39459,67.0
2094,Rubber,2010,5.7,59,39069,57.0
2095,Greenberg,2010,6.2,76,38848,62.0
2096,Cyrus,2010,6.3,74,36332,63.0
2097,L'illusionniste,2010,7.5,82,36051,75.0
2098,6 Souls,2010,6.0,28,35646,60.0
2099,Nanny McPhee and the Big Bang,2010,6.1,52,35482,61.0
2100,El asesino dentro de mi,2010,6.1,53,35179,61.0
2101,The Whistleblower,2010,7.1,59,35148,71.0
2102,The Way,2010,7.3,64,34403,73.0
2103,"Tomorrow, When the War Began",2010,6.1,54,31654,61.0
2104,Rare Exports,2010,6.6,71,30670,66.0
2105,Another Year,2010,7.4,81,30369,74.0
2106,Happythankyoumoreplease,2010,6.7,45,30332,67.0
2107,Les amours imaginaires,2010,7.1,70,29900,71.0
2108,Secretariat,2010,7.2,61,29825,72.0
2109,The Conspirator,2010,6.9,55,29541,69.0
2110,Boy,2010,7.5,70,28314,75.0
2111,The Perfect Host,2010,6.7,48,27885,67.0
2112,L'arnacoeur,2010,6.7,59,27274,67.0
2113,Vanishing on 7th Street,2010,4.9,50,26927,49.0
2114,The Warrior's Way,2010,6.2,45,26885,62.0
2115,Les petits mouchoirs,2010,7.1,50,26384,71.0
2116,Copie conforme,2010,7.2,82,25913,72.0
2117,Barney's Version,2010,7.3,67,25786,73.0
2118,Welcome to the Rileys,2010,6.9,50,24939,69.0
2119,Harry Potter y las reliquias de la muerte (parte 2),2011,8.1,85,913915,81.0
2120,The Intouchables,2011,8.5,57,894392,85.0
2121,Thor,2011,7.0,57,878830,70.0
2122,El primer vengador,2011,6.9,66,874462,69.0
2123,X-Men: Primera Generación,2011,7.7,65,710211,77.0
2124,Drive,2011,7.8,78,678267,78.0
2125,Sin límites,2011,7.4,59,595671,74.0
2126,Piratas del Caribe: Navegando en aguas misteriosas,2011,6.6,45,547847,66.0
2127,El planeta de los simios: (R)evolución,2011,7.6,68,544890,76.0
2128,"Crazy, Stupid, Love.",2011,7.4,68,541728,74.0
2129,Source Code,2011,7.5,74,535635,75.0
2130,¿Qué pasó ayer? 2,2011,6.5,44,519807,65.0
2131,Mission: Impossible - Ghost Protocol,2011,7.4,73,515471,74.0
2132,Warrior,2011,8.1,71,486325,81.0
2133,La Chica del Dragón Tatuado,2011,7.8,71,479558,78.0
2134,Historias cruzadas,2011,8.1,62,477947,81.0
2135,Sherlock Holmes: A Game of Shadows,2011,7.4,48,470089,74.0
2136,Como acabar con tu jefe,2011,6.9,57,461433,69.0
2137,El juego de la fortuna,2011,7.6,87,447008,76.0
2138,Medianoche en París,2011,7.7,81,439045,77.0
2139,The Cabin in the Woods,2011,7.0,72,435801,70.0
2140,El precio del mañana,2011,6.7,53,429561,67.0
2141,Transformers 3: El lado oscuro de la luna,2011,6.2,42,424341,62.0
2142,Rapidos y Furiosos 5,2011,7.3,66,397631,73.0
2143,Amigos con beneficios,2011,6.5,63,384063,65.0
2144,Super 8,2011,7.0,72,362777,70.0
2145,Gigantes de acero,2011,7.1,56,345126,71.0
2146,50/50,2011,7.6,72,337872,76.0
2147,La invención de Hugo Cabret,2011,7.5,83,330695,75.0
2148,Contagion,2011,6.8,70,310601,68.0
2149,Kung Fu Panda 2,2011,7.2,67,303621,72.0
2150,Bridesmaids,2011,6.8,75,302780,68.0
2151,Linterna verde,2011,5.5,39,291507,55.0
2152,Rango,2011,7.2,75,283171,72.0
2153,Unknown,2011,6.8,56,266508,68.0
2154,Los agentes del destino,2011,7.0,60,264399,70.0
2155,Paul,2011,6.9,57,261345,69.0
2156,Un día para sobrevivir,2011,6.7,64,258650,67.0
2157,Una esposa de mentiras,2011,6.4,33,256566,64.0
2158,Jodaeiye Nader az Simin,2011,8.3,95,252099,83.0
2159,The Twilight Saga: Breaking Dawn - Part 1,2011,4.9,45,248393,49.0
2160,Mundo surreal: Sucker Punch,2011,6.0,33,248014,60.0
2161,The Lincoln Lawyer,2011,7.3,63,247547,73.0
2162,Los descendientes,2011,7.3,84,246773,73.0
2163,El artista,2011,7.9,89,245827,79.0
2164,I Am Number Four,2011,6.1,36,242957,61.0
2165,Rio,2011,6.9,63,240347,69.0
2166,No Strings Attached,2011,6.2,50,239028,62.0
2167,The Adventures of Tintin,2011,7.3,68,238397,73.0
2168,Cowboys & Aliens,2011,6.0,50,227847,60.0
2169,The Ides of March,2011,7.1,67,227397,71.0
2170,Serbuan maut,2011,7.6,73,212167,76.0
2171,Malas enseñanzas,2011,5.6,47,208908,56.0
2172,Tinker Tailor Soldier Spy,2011,7.0,85,208141,70.0
2173,Cars 2,2011,6.2,57,205990,62.0
2174,Hanna,2011,6.8,65,203966,68.0
2175,Shame,2011,7.2,72,201852,72.0
2176,The Change-Up,2011,6.3,39,190665,63.0
2177,Melancolía,2011,7.1,81,190058,71.0
2178,El gato con botas,2011,6.6,65,185153,66.0
2179,Invasión del Mundo: Batalla Los Ángeles,2011,5.7,37,183293,57.0
2180,El árbol de la vida,2011,6.8,85,181414,68.0
2181,Immortals,2011,6.0,46,173611,60.0
2182,The Mechanic,2011,6.5,49,166878,65.0
2183,Scream 4,2011,6.2,52,164279,62.0
2184,The Green Hornet,2011,5.8,39,163087,58.0
2185,We Need to Talk About Kevin,2011,7.5,68,162713,75.0
2186,Caballo de guerra,2011,7.2,72,162415,72.0
2187,La piel que habito,2011,7.6,70,160353,76.0
2188,One Day,2011,7.0,48,159645,70.0
2189,Robo en las alturas,2011,6.2,59,148652,62.0
2190,We Bought a Zoo,2011,7.1,58,148451,71.0
2191,The Thing,2011,6.2,49,141422,62.0
2192,Margin Call,2011,7.1,76,139392,71.0
2193,Johnny English recargado,2011,6.3,46,137208,63.0
2194,Killer Elite,2011,6.4,44,133577,64.0
2195,J. Edgar,2011,6.5,59,131661,65.0
2196,¿Sabes quien viene?,2011,7.1,61,130525,71.0
2197,Hall Pass,2011,5.9,45,129007,59.0
2198,El vengador fantasma 2: Espíritu de venganza,2011,4.3,34,123769,43.0
2199,El vengador,2011,5.7,41,122498,57.0
2200,Destino Final 5,2011,5.9,50,121472,59.0
2201,Agua para elefantes,2011,6.9,52,118939,69.0
2202,La chica de la capa roja,2011,5.4,29,114368,54.0
2203,La dama de hierro,2011,6.4,52,112138,64.0
2204,Fright Night,2011,6.4,64,110498,64.0
2205,The Three Musketeers,2011,5.7,35,110434,57.0
2206,Attack the Block,2011,6.7,75,109863,67.0
2207,The Rum Diary,2011,6.1,56,106958,61.0
2208,A Dangerous Method,2011,6.4,76,106662,64.0
2209,Tú eres el próximo,2011,6.6,66,105642,66.0
2210,Hodejegerne,2011,7.5,72,105097,75.0
2211,Colombiana,2011,6.4,45,104951,64.0
2212,30 Minutes or Less,2011,6.1,49,104847,61.0
2213,Take Shelter,2011,7.3,85,104705,73.0
2214,Tan Fuerte y Tan Cerca,2011,6.9,46,104032,69.0
2215,Your Highness,2011,5.5,31,103309,55.0
2216,Los pingüinos de Papá,2011,6.0,53,102735,60.0
2217,Infierno al volante,2011,5.4,44,102010,54.0
2218,Conan the Barbarian,2011,5.1,36,101259,51.0
2219,The Rite,2011,6.0,38,101108,60.0
2220,Another Earth,2011,6.9,66,98229,69.0
2221,Paranormal Activity 3,2011,5.8,59,98018,58.0
2222,The Best Exotic Marigold Hotel,2011,7.2,62,97873,72.0
2223,Temporada de brujas,2011,5.4,28,96575,54.0
2224,The Muppets,2011,7.1,75,95282,71.0
2225,Los pitufos,2011,5.4,30,94248,54.0
2226,Detachment,2011,7.7,52,93779,77.0
2227,The Guard,2011,7.3,78,93156,73.0
2228,Jane Eyre,2011,7.3,76,91231,73.0
2229,Our Idiot Brother,2011,6.4,60,89692,64.0
2230,Goon,2011,6.8,64,89306,68.0
2231,Haywire,2011,5.8,67,88774,58.0
2232,My Week with Marilyn,2011,6.9,65,88690,69.0
2233,Año Nuevo,2011,5.6,22,88306,56.0
2234,Jack and Jill,2011,3.3,23,88203,33.0
2235,Young Adult,2011,6.3,71,86234,63.0
2236,The Inbetweeners Movie,2011,6.7,44,85180,67.0
2237,What's Your Number?,2011,6.0,35,84540,60.0
2238,Abduction,2011,5.1,25,82368,51.0
2239,Killer Joe,2011,6.7,62,81213,67.0
2240,Beastly,2011,5.5,40,79021,55.0
2241,Justin Bieber: Never Say Never,2011,1.7,52,76373,17.0
2242,The Eagle,2011,6.2,55,72439,62.0
2243,The Sitter,2011,5.6,39,71873,56.0
2244,A Very Harold & Kumar 3D Christmas,2011,6.2,61,71502,62.0
2245,God Bless America,2011,7.1,56,71305,71.0
2246,Larry Crowne,2011,6.1,41,69526,61.0
2247,Dream House,2011,6.0,35,68326,60.0
2248,The Awakening,2011,6.4,53,68058,64.0
2249,Machine Gun Preacher,2011,6.7,43,67971,67.0
2250,Salmon Fishing in the Yemen,2011,6.8,58,66271,68.0
2251,Red State,2011,6.1,50,66088,61.0
2252,"Jeff, Who Lives at Home",2011,6.5,60,64937,65.0
2253,Something Borrowed,2011,5.8,36,64095,58.0
2254,El guardián del zoológico,2011,5.2,30,63776,52.0
2255,Operación Regalo,2011,7.1,69,63728,71.0
2256,The Devil's Double,2011,7.1,52,63300,71.0
2257,La última noche de la humanidad,2011,4.9,18,62838,49.0
2258,Like Crazy,2011,6.6,68,62728,66.0
2259,Perfect Sense,2011,7.0,55,62385,70.0
2260,Bernie,2011,6.8,75,62159,68.0
2261,Grave Encounters,2011,6.1,33,61673,61.0
2262,The Art of Getting By,2011,6.5,36,60167,65.0
2263,Gnomeo & Juliet,2011,5.9,53,58101,59.0
2264,Apollo 18,2011,5.2,24,57023,52.0
2265,Sanctum,2011,5.9,42,56686,59.0
2266,El dilema,2011,5.3,46,56252,53.0
2267,Don 2,2011,7.1,49,55821,71.0
2268,Martha Marcy May Marlene,2011,6.8,75,54810,68.0
2269,Win Win,2011,7.1,75,54737,71.0
2270,Jin ling shi san chai,2011,7.5,46,54570,75.0
2271,Take Me Home Tonight,2011,6.3,42,54567,63.0
2272,Arturo Millonario Irresistible,2011,5.7,36,52596,57.0
2273,Footloose,2011,5.8,58,51935,58.0
2274,Soul Surfer,2011,7.0,53,51589,70.0
2275,Kill the Irishman,2011,7.0,50,50159,70.0
2276,Mi otro yo,2011,6.6,60,50082,66.0
2277,Bir Zamanlar Anadolu'da,2011,7.8,82,48448,78.0
2278,Kokuriko-zaka kara,2011,7.4,71,48446,74.0
2279,Hobo with a Shotgun,2011,6.1,55,47784,61.0
2280,Seeking Justice,2011,6.1,38,47314,61.0
2281,Monte Carlo,2011,5.8,43,47034,58.0
2282,The Big Year,2011,6.2,53,46897,62.0
2283,Happy Feet Two,2011,5.8,50,46636,58.0
2284,Mientras duermes,2011,7.2,70,45150,72.0
2285,Ra.One,2011,4.7,60,45013,47.0
2286,Trespass,2011,5.3,37,44660,53.0
2287,Kill List,2011,6.4,67,43521,64.0
2288,Ironclad,2011,6.1,42,43105,61.0
2289,Friends with Kids,2011,6.1,55,42860,61.0
2290,Anonymous,2011,6.8,50,41697,68.0
2291,The Human Centipede II (Full Sequence),2011,3.8,17,41405,38.0
2292,The Hunter,2011,6.7,63,40570,67.0
2293,The Roommate,2011,4.8,23,40518,48.0
2294,Cedar Rapids,2011,6.3,70,39146,63.0
2295,Alvin y las ardillas 3,2011,4.3,24,37979,43.0
2296,The Divide,2011,5.8,28,37914,58.0
2297,Samsara,2011,8.4,65,37248,84.0
2298,Jiro Dreams of Sushi,2011,7.8,77,37225,78.0
2299,The Innkeepers,2011,5.5,64,36498,55.0
2300,Un lugar donde quedarse,2011,6.7,61,36408,67.0
2301,Fábrica de dulces del conejo de Pascua,2011,5.4,41,36100,54.0
2302,Straw Dogs,2011,5.8,45,35326,58.0
2303,Diary of a Wimpy Kid: Rodrick Rules,2011,6.6,51,34601,66.0
2304,In the Land of Blood and Honey,2011,4.7,56,34495,47.0
2305,Sleeping Beauty,2011,5.3,57,33897,53.0
2306,Flypaper,2011,6.3,37,33609,63.0
2307,Tyrannosaur,2011,7.5,65,33075,75.0
2308,Coriolanus,2011,6.1,79,33013,61.0
2309,Hysteria,2011,6.7,53,32698,67.0
2310,Batman: El caballero de la noche asciende,2012,8.4,78,1769534,84.0
2311,Django Unchained,2012,8.5,81,1627708,85.0
2312,Los vengadores,2012,8.0,69,1429890,80.0
2313,Los juegos del hambre,2012,7.2,68,958824,72.0
2314,The Hobbit: An Unexpected Journey,2012,7.8,58,851049,78.0
2315,Los juegos del destino,2012,7.7,81,727428,77.0
2316,Skyfall,2012,7.8,81,715536,78.0
2317,El sorprendente hombre araña,2012,6.9,66,681913,69.0
2318,Una aventura extraordinaria,2012,7.9,79,651283,79.0
2319,Ted,2012,6.9,62,637119,69.0
2320,Argo,2012,7.7,86,628776,77.0
2321,Prometeo,2012,7.0,64,627163,70.0
2322,Looper,2012,7.4,84,591101,74.0
2323,Comando Especial,2012,7.2,69,581834,72.0
2324,The Perks of Being a Wallflower,2012,7.9,67,532906,79.0
2325,Ralph el Demoledor,2012,7.7,72,443421,77.0
2326,Valiente,2012,7.1,69,428748,71.0
2327,Hombres de negro III,2012,6.8,58,377149,68.0
2328,Cloud Atlas,2012,7.4,55,369219,74.0
2329,Flight,2012,7.3,76,366964,73.0
2330,Un reino bajo la luna,2012,7.8,84,360767,78.0
2331,Jack Reacher,2012,7.0,50,353848,70.0
2332,La cacería,2012,8.3,77,347726,83.0
2333,Les Misérables,2012,7.5,63,339293,75.0
2334,El Dictador,2012,6.4,58,322996,64.0
2335,Pitch Perfect,2012,7.1,66,321184,71.0
2336,Búsqueda implacable 2,2012,6.2,45,316113,62.0
2337,The Expendables 2,2012,6.6,51,315546,66.0
2338,Objetivo Bin Laden: Zero DarkThirty,2012,7.4,95,311766,74.0
2339,El Legado Bourne,2012,6.6,61,310535,66.0
2340,Blancanieves y la leyenda del cazador,2012,6.1,57,297308,61.0
2341,Dredd,2012,7.1,60,285424,71.0
2342,The Place Beyond the Pines,2012,7.3,68,281178,73.0
2343,John Carter,2012,6.6,51,280915,66.0
2344,Dark Shadows,2012,6.2,55,275074,62.0
2345,Hotel Transylvania,2012,7.0,47,270002,70.0
2346,Siete psicópatas,2012,7.1,66,268240,71.0
2347,Sinister,2012,6.8,53,267586,68.0
2348,Lincoln,2012,7.3,87,267524,73.0
2349,El vengador del futuro,2012,6.2,43,261643,62.0
2350,End of Watch,2012,7.6,68,259610,76.0
2351,Chronicle,2012,7.0,69,258613,70.0
2352,"Crepúsculo, la saga: Amanecer (parte 2)",2012,5.5,52,256758,55.0
2353,Batalla naval,2012,5.8,41,253859,58.0
2354,Los ilegales,2012,7.2,58,248865,72.0
2355,Lo imposible,2012,7.5,73,233625,75.0
2356,Safe House,2012,6.7,52,230296,67.0
2357,Project X,2012,6.6,48,223888,66.0
2358,American Pie: Reencuentro,2012,6.7,49,220352,67.0
2359,La era de hielo 4,2012,6.5,49,218437,65.0
2360,The Vow,2012,6.8,43,200342,68.0
2361,Ira de titanes,2012,5.7,37,193084,57.0
2362,This Means War,2012,6.3,31,191623,63.0
2363,Madagascar 3 Los Fugitivos,2012,6.8,60,191472,68.0
2364,The Woman in Black,2012,6.4,62,189094,64.0
2365,El origen de los guardianes,2012,7.2,58,186163,72.0
2366,Mud,2012,7.4,76,184869,74.0
2367,El maestro,2012,7.1,86,181421,71.0
2368,Abraham Lincoln: Cazador de vampiros,2012,5.9,42,159357,59.0
2369,Underworld: Awakening,2012,6.3,39,158688,63.0
2370,Man on a Ledge,2012,6.6,40,156540,66.0
2371,Mátalos suavemente,2012,6.2,64,149482,62.0
2372,This Is 40,2012,6.2,59,147335,62.0
2373,Resident Evil 5: Venganza,2012,5.3,39,147127,53.0
2374,Spring Breakers,2012,5.3,63,146269,53.0
2375,Magic Mike,2012,6.1,72,145038,61.0
2376,Locos por los Votos,2012,6.1,50,134979,61.0
2377,Salvajes,2012,6.4,59,132862,64.0
2378,The Watch,2012,5.7,36,131103,57.0
2379,Safety Not Guaranteed,2012,6.9,72,128912,69.0
2380,Contraband,2012,6.4,51,125028,64.0
2381,Lorax: En busca de la trúfula perdida,2012,6.4,46,124184,64.0
2382,Seeking a Friend for the End of the World,2012,6.7,59,117365,67.0
2383,Premium Rush,2012,6.5,66,116792,65.0
2384,Safe,2012,6.5,55,114730,65.0
2385,Frankenweenie,2012,6.9,74,113067,69.0
2386,Cuando te encuentre,2012,6.4,39,111866,64.0
2387,Get the Gringo,2012,6.9,60,110296,69.0
2388,Journey 2: The Mysterious Island,2012,5.7,41,109064,57.0
2389,ParaNorman,2012,7.0,72,106963,70.0
2390,That's My Boy,2012,5.5,31,105477,55.0
2391,Anna Karenina,2012,6.6,63,104028,66.0
2392,Ruby Sparks,2012,7.2,67,104012,72.0
2393,Amour,2012,7.9,95,103618,79.0
2394,The Five-Year Engagement,2012,6.2,62,101227,62.0
2395,Gangs of Wasseypur,2012,8.2,89,100408,82.0
2396,Lockout,2012,6.0,48,100078,60.0
2397,Here Comes the Boom,2012,6.4,40,93978,64.0
2398,Stuck in Love,2012,7.2,49,90406,72.0
2399,Frances Ha,2012,7.4,82,89961,74.0
2400,Espejito espejito,2012,5.6,46,89791,56.0
2401,To Rome with Love,2012,6.3,54,89747,63.0
2402,The Raven,2012,6.4,44,87398,64.0
2403,Beasts of the Southern Wild,2012,7.2,86,84355,72.0
2404,La era del rock,2012,5.9,47,80455,59.0
2405,The Words,2012,7.0,37,80228,70.0
2406,House at the End of the Street,2012,5.5,31,79563,55.0
2407,Red Dawn,2012,5.3,31,79204,53.0
2408,Wanderlust,2012,5.6,53,79043,56.0
2409,Hitchcock,2012,6.8,55,77926,68.0
2410,The Iceman,2012,6.8,60,77465,68.0
2411,Disconnect,2012,7.5,64,77349,75.0
2412,What to Expect When You're Expecting,2012,5.7,41,74753,57.0
2413,Upside Down,2012,6.3,45,73165,63.0
2414,The First Time,2012,6.8,55,72668,68.0
2415,Buscando a Sugar Man,2012,8.2,79,71116,82.0
2416,Act of Valor,2012,6.4,40,70792,64.0
2417,De óxido y hueso,2012,7.4,73,69233,74.0
2418,Actividad paranormal 4,2012,4.6,40,68876,46.0
2419,Curvas de la vida,2012,6.8,58,66701,68.0
2420,V/H/S,2012,5.8,54,65859,58.0
2421,Silent Hill: Revelation,2012,4.9,16,65595,49.0
2422,Robot & Frank,2012,7.0,67,65177,70.0
2423,Red Lights,2012,6.2,36,64144,62.0
2424,The Man with the Iron Fists,2012,5.4,51,63725,54.0
2425,The Possession,2012,5.9,45,62125,59.0
2426,Step Up Revolution,2012,6.4,43,57443,64.0
2427,Stand Up Guys,2012,6.4,41,56971,64.0
2428,Arbitrage,2012,6.6,73,54058,66.0
2429,Juegos de la muerte,2012,6.1,38,52460,61.0
2430,El ejecutor,2012,5.7,48,51433,57.0
2431,Kon-Tiki,2012,7.1,62,50916,71.0
2432,¡Piratas! Una loca aventura,2012,6.7,73,50329,67.0
2433,The Imposter,2012,7.5,77,49480,75.0
2434,La reina infiel,2012,7.5,73,49400,75.0
2435,Cosmópolis,2012,5.1,58,49296,51.0
2436,Think Like a Man,2012,6.5,51,49275,65.0
2437,Bachelorette,2012,5.3,53,48204,53.0
2438,The Odd Life of Timothy Green,2012,6.6,47,47965,66.0
2439,Holy Motors,2012,7.0,84,47953,70.0
2440,Ôkami kodomo no Ame to Yuki,2012,8.1,71,47567,81.0
2441,12 horas para vivir,2012,5.5,43,45943,55.0
2442,Gone,2012,5.9,36,45677,59.0
2443,Byzantium,2012,6.5,66,45033,65.0
2444,Piranha 3DD,2012,3.8,24,44578,38.0
2445,Talaash,2012,7.2,65,44043,72.0
2446,A Thousand Words,2012,5.8,26,43980,58.0
2447,Would You Rather,2012,5.7,20,43891,57.0
2448,People Like Us,2012,7.0,49,43831,70.0
2449,The Sessions,2012,7.2,79,43566,72.0
2450,Hope Springs,2012,6.3,65,43559,63.0
2451,One for the Money,2012,5.3,22,43545,53.0
2452,En el camino,2012,6.0,56,42785,60.0
2453,The Tall Man,2012,5.9,52,42476,59.0
2454,El circulo de amor se rompe,2012,7.7,70,42345,77.0
2455,Deadfall,2012,6.2,52,40350,62.0
2456,The Act of Killing,2012,8.2,91,39755,82.0
2457,John Dies at the End,2012,6.3,53,39650,63.0
2458,Liberal Arts,2012,6.7,55,39502,67.0
2459,Maniac,2012,6.1,47,39345,61.0
2460,Promised Land,2012,6.6,55,39191,66.0
2461,The Paperboy,2012,5.7,45,38842,57.0
2462,Dura verdad,2012,4.9,22,38770,49.0
2463,The Guilt Trip,2012,5.8,50,38199,58.0
2464,[Rec]³: Génesis,2012,5.0,45,37073,50.0
2465,Hit and Run,2012,6.1,50,37025,61.0
2466,Con el diablo adentro,2012,4.2,18,36776,42.0
2467,Red Tails,2012,5.9,46,36540,59.0
2468,Compliance,2012,6.4,68,36334,64.0
2469,Alex Cross,2012,5.2,30,34897,52.0
2470,Causas y consecuencias,2012,6.4,57,34411,64.0
2471,Chasing Mavericks,2012,7.1,45,33952,71.0
2472,En la casa,2012,7.4,72,33550,74.0
2473,Celeste & Jesse Forever,2012,6.6,59,33032,66.0
2474,Los tres chiflados,2012,5.1,56,32582,51.0
2475,Erased,2012,6.0,34,32080,60.0
2476,The Lords of Salem,2012,5.2,57,31441,52.0
2477,Playing for Keeps,2012,5.7,27,30877,57.0
2478,Sightseers,2012,6.5,69,29734,65.0
2479,To the Wonder,2012,5.8,58,29601,58.0
2480,Thanks for Sharing,2012,6.4,54,29138,64.0
2481,The Bay,2012,5.7,65,28807,57.0
2482,Diary of a Wimpy Kid: Dog Days,2012,6.3,54,28362,63.0
2483,What Maisie Knew,2012,7.4,74,28344,74.0
2484,American Mary,2012,6.2,46,27268,62.0
2485,S.O.S. Familia en Aputos,2012,6.0,36,26499,60.0
2486,Escape from Planet Earth,2012,5.8,35,26445,58.0
2487,La parte de los ángeles,2012,7.0,66,26346,70.0
2488,El lobo de Wall Street,2013,8.2,75,1498806,82.0
2489,Iron Man 3,2013,7.1,62,878574,71.0
2490,Gravity,2013,7.7,96,846404,77.0
2491,El hombre de acero,2013,7.1,55,795142,71.0
2492,Intriga,2013,8.1,70,765236,81.0
2493,12 años de esclavitud,2013,8.1,96,722960,81.0
2494,Thor 2,2013,6.8,54,707327,68.0
2495,Guerra mundial Z,2013,7.0,63,696308,70.0
2496,En llamas: Los juegos del hambre,2013,7.5,76,690969,75.0
2497,Los ilusionistas. Nada es lo que parece,2013,7.2,50,686465,72.0
2498,The Hobbit: The Desolation of Smaug,2013,7.8,66,685483,78.0
2499,Frozen,2013,7.4,75,645788,74.0
2500,Ella,2013,8.0,91,645014,80.0
2501,El gran Gatsby,2013,7.2,55,573899,72.0
2502,Oblivion,2013,7.0,54,541783,70.0
2503,El conjuro,2013,7.5,68,532886,75.0
2504,Titanes del Pacífico,2013,6.9,65,518119,69.0
2505,El club de los desahuciados,2013,7.9,77,505826,79.0
2506,Rush: pasión y gloria,2013,8.1,74,497477,81.0
2507,Escándalo americano,2013,7.2,90,492378,72.0
2508,Star Trek Into Darkness,2013,7.7,72,491859,77.0
2509,Wolverine: Inmortal,2013,6.7,61,482049,67.0
2510,Captain Phillips,2013,7.8,82,479404,78.0
2511,¿Quién *&%! son los Miller?,2013,7.0,44,472225,70.0
2512,Elysium,2013,6.6,61,461295,66.0
2513,Este es el fin,2013,6.6,67,426223,66.0
2514,Mi villano favorito 2,2013,7.3,62,414627,73.0
2515,Furious 6,2013,7.0,61,408462,70.0
2516,Monsters University,2013,7.2,65,376681,72.0
2517,Snowpiercer,2013,7.1,84,376057,71.0
2518,Cuestión de tiempo,2013,7.8,55,370169,78.0
2519,La Vida Secreta de Walter Mitty,2013,7.3,54,329556,73.0
2520,Qué pasó Ayer Parte 3,2013,5.8,30,326825,58.0
2521,Lone Survivor,2013,7.5,60,298594,75.0
2522,The World's End,2013,6.9,81,292045,69.0
2523,Objetivo: La Casa Blanca,2013,6.5,41,286090,65.0
2524,Kick-Ass 2,2013,6.5,41,282401,65.0
2525,Escape imposible,2013,6.7,49,252208,67.0
2526,El juego de Ender,2013,6.6,51,248898,66.0
2527,Don Jon,2013,6.5,66,244167,65.0
2528,El llanero solitario,2013,6.4,37,240742,64.0
2529,Warm Bodies,2013,6.8,60,238278,68.0
2530,La noche de la expiación,2013,5.7,41,233153,57.0
2531,El ataque,2013,6.3,52,231223,63.0
2532,Los Croods,2013,7.2,55,225277,72.0
2533,"Sangre, sudor y gloria",2013,6.4,45,224755,64.0
2534,2 Guns,2013,6.7,55,220494,67.0
2535,Gangster Squad,2013,6.7,40,220019,67.0
2536,Hansel & Gretel: Witch Hunters,2013,6.1,23,212714,61.0
2537,"Oz, el poderoso",2013,6.3,44,211994,63.0
2538,Duro de Matar: Un Buen día para morir,2013,5.2,28,211819,52.0
2539,The Internship,2013,6.3,42,211016,63.0
2540,Blue Jasmine,2013,7.3,78,209158,73.0
2541,After Earth,2013,4.8,33,206053,48.0
2542,El hombre duplicado,2013,6.9,61,205596,69.0
2543,Side Effects,2013,7.1,75,194538,71.0
2544,Posesión infernal,2013,6.5,57,190728,65.0
2545,Anchorman 2: The Legend Continues,2013,6.3,61,188475,63.0
2546,Mamá,2013,6.2,57,187489,62.0
2547,G.I. Joe El Contraataque,2013,5.7,41,185297,57.0
2548,La noche del demonio capítulo 2,2013,6.5,40,182500,65.0
2549,Chicas armadas y peligrosas,2013,6.6,60,178124,66.0
